"election_date","election_year","democratic_vote_share_adj","republican_vote_share_adj","state","state_name","region","electoral_votes","PVI","state_unemployment","state_house_price","state_med_income","state_personal_income","nat_gdp","nat_nonfarm_payroll","nat_ind_production","nat_personal_exp","nat_personal_inc","nat_price_index","stock_market","age_under_18","age_18_to_40","age_40_to_65","age_65_plus","gender_male","gender_female","race_white","race_black","educ_hs_or_less","educ_less_than_4_yrs","educ_ba_or_post_grad","nonurban","urban","density","net_approval","incumbent"
"1980-11-04",1980,0.327008143551589,0.672991856448411,"AK","Alaska","West",3,-0.198572177068256,9.6,-0.0228565518667907,NA,0.112580243364952,0.0186492512701093,0.00192110231525944,-0.0135378009392425,0.0869554793699505,0.0174232397245733,0.104851330203443,0.479768786127168,0.333760373929503,0.443432988958161,0.190625279415339,0.0321813576969962,0.524440297480155,0.475559702519845,0.781612615558318,0.0289536565815374,0.461660531437815,0.235984788792813,0.0467257963058572,1,0,0.646667525777566,-18.1350158604157,1
"1984-11-06",1984,0.309440873522836,0.690559126477164,"AK","Alaska","West",3,-0.244659078120935,9.5,0.0441925191772452,NA,0.0552447552447553,0.00820862811487655,0.0447020408163266,0.0547063661662917,0.0340243173211083,0.0602457670398413,0.0415430267062316,-0.0027247956403269,0.326127733330231,0.459966463750721,0.185421196601365,0.0284846063176825,0.530494891966875,0.469505108033125,0.75988589415017,0.038851886545256,0.443963173349377,0.228892359120038,0.0580641785049204,1,0,0.733240249797798,-21.8242014445046,-1
"1988-11-08",1988,0.378366825657466,0.621633174342534,"AK","Alaska","West",3,-0.208275172620212,8.2,0.158579130986362,-0.00391177444106761,0.0461367426347972,0.0133249582322765,0.0313914793174168,0.0274874340154367,0.0417092691182175,0.0371625707634977,0.0424610051993066,-0.0421940928270044,0.335367041248958,0.404725953183308,0.217703969006988,0.0422030365607457,0.508527600986141,0.491472399013859,0.743513542121743,0.040367993903014,0.43451184658998,0.228036204703224,0.0665307611032311,0.546250507601025,0.453749492398975,0.881042531076359,-17.8431926877332,0
"1992-11-03",1992,0.434257379613298,0.565742620386702,"AK","Alaska","West",3,-0.173358418155389,8.4,0.0340608715353825,0.0293016842312617,0.0406525666914657,0.0104316468781038,0.00901233655906042,0.0354882091699504,0.0267188846717978,0.030268668659456,0.0312046444121914,0.153225806451613,0.318715147302426,0.36901927544483,0.260594750643989,0.0516708266087548,0.507988131738971,0.492011868261029,0.743364118846516,0.0543653288652966,0.419531048711168,0.24746326339785,0.0748409036592484,0.499938835469374,0.500061164530626,0.847050954884808,21.7968830401155,-1
"1996-11-05",1996,0.395714974941662,0.604285025058338,"AK","Alaska","West",3,-0.191748972901202,7.5,0.0503903943310806,0.10061725820578,0.0401045008708405,0.0103838198802988,0.0235752062618997,0.0575499701561095,0.0244148869911835,0.0392959840475831,0.0325309043591411,0.328930817610063,0.310779294092026,0.371509665681484,0.277785330152757,0.0399257100737326,0.518207293745634,0.481792706254366,0.797334758801423,0.0501903840212115,0.328864323799485,0.26295083513093,0.1596040664884,0.497590858054424,0.502409141945576,1.00407632296013,19.6340055883952,1
"2000-11-07",2000,0.320630514362708,0.679369485637292,"AK","Alaska","West",3,-0.277620687723694,6.4,0.0210926694329183,0.0282317690092615,0.0738867869615831,0.00622889589411302,0.0160194993331595,0.0212528000119867,0.025278452880704,0.0483577716764934,0.0344418052256532,0.107893388006151,0.34382975280164,0.33616646513383,0.270575751301924,0.0494280307626055,0.50668273982253,0.49331726017747,0.747294472682128,0.0415826585786388,0.320478117021628,0.238166763568157,0.152318335678881,0.518157171742957,0.481842828257043,1.09679491722862,20.1917953028563,0
"2004-11-02",2004,0.367737170187537,0.632262829812463,"AK","Alaska","West",3,-0.348850248159829,7.2,0.094987798010137,0.0622335397495997,0.0579906612441632,0.0100167411177225,0.0155509910020388,0.0282291449410008,0.0305659466634487,0.0218173553610848,0.0362162162162161,0.17308868501529,0.322785716975079,0.273214044363207,0.329350835255374,0.0746494034063401,0.508144220773361,0.491855779226639,0.686662773690352,0.0923782871316788,0.354023127731053,0.246120286606327,0.146944660007917,0.584814249269626,0.415185750730374,1.07678435355579,0.680678945460286,-1
"2008-11-04",2008,0.389352150834029,0.610647849165971,"AK","Alaska","West",3,-0.270742971984216,6.9,-0.0020508898776419,0.0158112806184814,0.0712034036549611,-0.0074107800125579,-0.0198070637239305,-0.0595770373878961,0.0108050344336263,0.00642384405619412,0.0109991747061668,-0.199298813376483,0.2865205359589,0.287645885208096,0.353519979830091,0.0723135990029123,0.509715855496315,0.490284144503685,0.744500635467426,0.105890823996002,0.339059113792207,0.260751656781449,0.177358988883188,0.29527105439049,0.70472894560951,1.1177481572919,37.4556307759601,0
"2012-11-06",2012,0.426847095184396,0.573152904815604,"AK","Alaska","West",3,-0.281076606855803,7,0.00851492718868374,0.108251641099754,0.0708012403721117,0.00113873245779605,0.0161197944142162,0.02397924336825,0.0171573583532172,0.0484039884873564,0.0179601970339263,0.144192256341789,0.288243505296635,0.280538738818895,0.350133605067812,0.0810841508166578,0.508635134536678,0.491364865463322,0.733918067710788,0.100251239668377,0.340523960319063,0.249892334372515,0.187370483252578,0.293870559664613,0.706129440335387,1.18041832483548,-0.372406452736278,1
"2016-11-08",2016,0.416143452889319,0.583856547110681,"AK","Alaska","West",3,-0.212825644162481,6.9,0.0100376808840759,0.00813451911811702,-0.0150007653451707,0.00629298346782337,0.0167198790119307,-0.00619262883375238,0.0145219378073811,0.0170759957245765,0.0167046891608582,0.0162974009373669,0.276791409514581,0.307225800826108,0.320057170585021,0.0959256190742911,0.505005042336813,0.494994957663187,0.626894660375397,0.0975551771021892,0.335383683832653,0.241674013561102,0.19901200758516,0.369902945096422,0.630097054903578,1.17960351466791,9.42744323299858,0
